Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
RIBO-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.015842612491405866)	(2, 0.000968954071278225)	(3, 7.256484234242214e-05)	(4, 1.0671300344473845e-05)	(5, 0.00021129174682058208)	(6, 0.0137894543051291)	(7, 0.0007683336248021167)	(8, 9.817596316915935e-05)	(9, 0.0010671300344473843)	(10, 0.0017255492657014208)	(12, 0.0007352525937342478)	(14, 0.00026891676868074087)	(16, 0.0001088472635136332)	(18, 8.544865666327077e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R1.2-filtered.unmapped.fastq.gz	(1, 0.015583044323646222)	(2, 0.0009685763190936676)	(3, 8.582321814754016e-05)	(4, 0.0)	(5, 0.0002452091947072576)	(6, 0.014957760877142715)	(7, 0.0006988462049156842)	(8, 0.00011034413761826593)	(9, 0.001238306433271651)	(10, 0.0018819805693782022)	(12, 0.0009440553996229418)	(14, 0.0003003812635163906)	(16, 0.00012873482722131023)	(18, 1.2283598313068876e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R2.0-raw.fastq	(1, 0.015334506261978652)	(2, 0.000898747540500633)	(3, 4.7826920115333025e-05)	(4, 3.985576676277752e-06)	(5, 0.00015543749037483234)	(6, 0.013776145781554049)	(7, 0.0008887835988099387)	(8, 9.963941690694381e-05)	(9, 0.0012494782880130752)	(10, 0.0017805563801270856)	(12, 0.0007632379335071895)	(14, 0.0002799867615085121)	(16, 0.0001235528769646103)	(18, 7.971153352555505e-06)	(20, 0.0)	(22, 3.985576676277752e-06)	(24, 4.981970845347189e-06)	(26, 2.0924277550458197e-05)	(28, 1.2953124197902694e-05)	(30, 0.00014646994285320738)	(32, 1.394951836697213e-05)	(34, 3.487379591743033e-05)	(36, 6.775480349672178e-05)	(38, 0.00013550960699344357)	(40, 0.00011956730028833255)	(42, 0.00010063581107601324)	(44, 5.978365014416627e-05)	(46, 6.376922682044404e-05)	(48, 0.0001235528769646103)	(50, 0.00018831849795412377)	(52, 8.369711020183279e-05)	(54, 5.3805285129749656e-05)	(56, 0.00012156008862647145)	(58, 7.07439860039301e-05)	(60, 6.675840932765234e-05)	(62, 0.00012156008862647145)	(64, 0.0001863257096159849)	(66, 7.472956268020786e-05)	(68, 7.971153352555505e-06)	(70, 1.7935095043249885e-05)	(72, 2.0924277550458197e-05)	(74, 4.1848555100916394e-05)	(76, 0.00011358893527391594)
RIBO-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.015637236103581777)	(2, 0.0009329450290423829)	(3, 5.387084157200111e-05)	(4, 2.4486746169091414e-06)	(5, 0.00015671517548218505)	(6, 0.01337221208294082)	(7, 0.0008031652743461983)	(8, 8.32549369749108e-05)	(9, 0.00119740188766857)	(10, 0.0016908098229757621)	(12, 0.0007407240716150152)	(14, 0.00027792456901918754)	(16, 0.00011753638161163878)	(18, 8.579912353743903e-06)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R2.2-filtered.unmapped.fastq.gz	(1, 0.015929031517287525)	(2, 0.0008653598611001271)	(3, 5.608813914537861e-05)	(4, 8.01259130648266e-06)	(5, 0.0001602518261296532)	(6, 0.01389383332544093)	(7, 0.000913435408939023)	(8, 9.615109567779191e-05)	(9, 0.0011377879655205376)	(10, 0.0019751037570479757)	(12, 0.0008733724524066098)	(14, 0.00036056660879171966)	(16, 0.0001482329391699292)	(18, 1.2039359072680407e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R3.0-raw.fastq	(1, 0.015801674562257558)	(2, 0.0008907697301979042)	(3, 5.1347628557773926e-05)	(4, 1.1162527947342159e-05)	(5, 0.0001763679415680061)	(6, 0.01419427053784029)	(7, 0.0009197923028609939)	(8, 0.0001339503353681059)	(9, 0.001319410803375843)	(10, 0.0018641421672061405)	(12, 0.0007490056252666588)	(14, 0.0002712494291204145)	(16, 0.00014064785213651119)	(18, 1.3395033536810591e-05)	(20, 0.0)	(22, 0.0)	(24, 1.0046275152607943e-05)	(26, 3.3487583842026476e-05)	(28, 2.0092550305215886e-05)	(30, 0.00014288035772597963)	(32, 1.897629751048167e-05)	(34, 4.130135340516599e-05)	(36, 8.371895960506619e-05)	(38, 0.00012836907139443483)	(40, 0.00012167155462602953)	(42, 9.934649873134522e-05)	(44, 5.023137576303972e-05)	(46, 7.367268445245825e-05)	(48, 0.00014288035772597963)	(50, 0.00021097177820476678)	(52, 9.15327291682057e-05)	(54, 5.4696386941976574e-05)	(56, 0.00011720654344709268)	(58, 6.251015650511609e-05)	(60, 7.255643165772402e-05)	(62, 0.0001194390490365611)	(64, 0.00020315800864162729)	(66, 7.032392606825559e-05)	(68, 3.348758384202648e-06)	(70, 6.697516768405296e-06)	(72, 2.4557561484152747e-05)	(74, 5.246388135250814e-05)	(76, 0.0001272528185997006)
RIBO-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.0163042079974251)	(2, 0.0009355808647927629)	(3, 5.4195233021531994e-05)	(4, 1.1409522741375157e-05)	(5, 0.00018540474454734632)	(6, 0.013642936817999345)	(7, 0.0008585665862884805)	(8, 0.00011694760809909536)	(9, 0.0012636046436072987)	(10, 0.001788442689710556)	(12, 0.0007159475520212911)	(14, 0.00026099283270895673)	(16, 0.00013834046323917378)	(18, 1.4285245729654354e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RIBO-RRNA-KO-R3.2-filtered.unmapped.fastq.gz	(1, 0.01625113631351858)	(2, 0.0007458028563144504)	(3, 4.603721335274385e-05)	(4, 9.20744267054877e-06)	(5, 0.00020256373875207295)	(6, 0.014464892435432117)	(7, 0.0012245898751829865)	(8, 0.00013811164005823155)	(9, 0.0014547759419467055)	(10, 0.002016429944850181)	(12, 0.0008148586763435661)	(14, 0.0003130530507986582)	(16, 0.00017954513207570102)	(18, 1.8450794705710514e-05)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RNA-HELA-R1.0-raw.fastq	(1, 0.019925597032225267)	(2, 0.0010135079344168174)	(3, 0.0)	(4, 0.0)	(5, 0.0001893537029078893)	(6, 0.022879204381681936)	(7, 0.0002203952935485269)	(8, 0.00040354067832828864)	(9, 9.312477192191277e-05)	(10, 0.0003267127414927106)	(12, 0.000540123677147094)	(14, 0.0007434460958432702)	(16, 0.001042221405759407)	(18, 0.0006549775625174531)	(20, 0.00019400994150398494)	(22, 0.0011097368654027938)	(24, 0.00021573905495243123)	(26, 0.0005052018876763768)	(28, 0.0009444403952413987)	(30, 0.0008707166174698844)	(32, 0.002317254741323596)	(34, 0.0002087546970582878)	(36, 3.8801988300796984e-05)	(38, 0.0007760397660159398)	(40, 0.0018981932676749886)	(42, 0.00016452043039537922)	(44, 0.0013200436419931135)	(46, 0.00026462956021143546)	(48, 0.0012820176934583323)	(50, 0.00033757729821693377)	(52, 0.0016754698548284137)	(54, 7.993209589964179e-05)	(56, 0.00035387413330326855)	(58, 0.0001489996350750604)	(60, 0.00022194737308055875)	(62, 0.0014364496068955046)	(64, 0.00030187946898020055)	(66, 5.4322783621115783e-05)	(68, 0.0005315872397209187)	(70, 0.00026618163974346734)	(72, 0.0006736025169018357)	(74, 7.760397660159397e-05)	(76, 0.0001815933052477299)
RNA-HELA-R1.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.02009782665821059)	(2, 0.0010588987085118882)	(3, 0.0)	(4, 0.0)	(5, 0.00019478069889014663)	(6, 0.02303370301057298)	(7, 0.00020717583427406507)	(8, 0.0003948735986591155)	(9, 8.676594768742897e-05)	(10, 0.000320502786355605)	(12, 0.0005533542582106439)	(14, 0.0007375105553431463)	(16, 0.001053586507633066)	(18, 0.0006604836426002246)	(20, 0.00019478069889014663)	(22, 0.0011226451190577543)	(24, 0.0002142587687791613)	(26, 0.0005135127516194775)	(28, 0.0009446863896172114)	(30, 0.0008733229398455779)	(32, 0.002329928257640521)	(34, 0.0002197141012510183)	(36, 4.209561538966617e-05)	(38, 0.0002461814998828341)	(40, 0.0009607757343998597)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RNA-HELA-R2.0-raw.fastq	(1, 0.01967737691551092)	(2, 0.001053223783693088)	(3, 9.105681127029578e-06)	(4, 0.0)	(5, 0.00021550112000636668)	(6, 0.02305558461363889)	(7, 0.0002534414580356566)	(8, 0.00040064996958930147)	(9, 8.19511301432662e-05)	(10, 0.00035891559775708256)	(12, 0.000500053655226041)	(14, 0.0007018962535418633)	(16, 0.00099327804960681)	(18, 0.0006381564856526563)	(20, 0.00018590765634352057)	(22, 0.001079782020313591)	(24, 0.00023219486873925425)	(26, 0.0005448232541006031)	(28, 0.0008612456732648809)	(30, 0.0008885627166459696)	(32, 0.002278696702039152)	(34, 0.000173007941413562)	(36, 4.5528405635147896e-05)	(38, 0.0007132783549506503)	(40, 0.0018560413363928625)	(42, 0.00014569089803247325)	(44, 0.001289971492995857)	(46, 0.0002504062309933134)	(48, 0.0012679660969388688)	(50, 0.0003186988394460352)	(52, 0.0016701336800493418)	(54, 7.436306253740823e-05)	(56, 0.00031794003268544946)	(58, 0.00015024373859598805)	(60, 0.00019501333747055013)	(62, 0.0014060689273654842)	(64, 0.0002579942985991714)	(66, 4.32519853533905e-05)	(68, 0.0005099181431136564)	(70, 0.00024054174310569806)	(72, 0.0006594030749490587)	(74, 5.3116473241005876e-05)	(76, 0.00019121930366762117)
RNA-HELA-R2.1-trimmed.SE.paired.trim.fastq.gz	(1, 0.019741295597530326)	(2, 0.0010600421565714099)	(3, 9.54992933848117e-06)	(4, 0.0)	(5, 0.00022124002967481376)	(6, 0.023082179211108986)	(7, 0.00025466478235949786)	(8, 0.00039791372243671544)	(9, 8.435770915658367e-05)	(10, 0.0003557348678584236)	(12, 0.0004910255334869067)	(14, 0.0007035114612681129)	(16, 0.0010075175452097633)	(18, 0.0006422327480128586)	(20, 0.00019020275932474996)	(22, 0.0010791420152483722)	(24, 0.0002323816139030418)	(26, 0.0005531000741870344)	(28, 0.0008658602600222927)	(30, 0.0008938761998178659)	(32, 0.0022758741156910694)	(34, 0.00017306139279537765)	(36, 4.476044143802414e-05)	(38, 0.00021460298395723737)	(40, 0.0009637680128303538)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)
RNA-HELA-R3.0-raw.fastq	(1, 0.019775301867144126)	(2, 0.00097416725571509)	(3, 1.1736954888133615e-05)	(4, 0.0)	(5, 0.0002435418139287725)	(6, 0.022703672111733464)	(7, 0.00019512687501522136)	(8, 0.0003799839145033258)	(9, 6.748749060676829e-05)	(10, 0.00031836490134062433)	(12, 0.0005421006038956714)	(14, 0.0007122864497736088)	(16, 0.0010108452397405076)	(18, 0.0006411311607642988)	(20, 0.00019439331533471302)	(22, 0.0010321184704752497)	(24, 0.00022226858319403033)	(26, 0.0005024883811482205)	(28, 0.0008267217599329115)	(30, 0.0008164519244057946)	(32, 0.0021772051317487857)	(34, 0.0001870577185296295)	(36, 4.0345782427959304e-05)	(38, 0.0006895460996778499)	(40, 0.001753941196095467)	(42, 0.00013717566025506163)	(44, 0.0012910650376946977)	(46, 0.000248676731692331)	(48, 0.0012294460245319962)	(50, 0.0003124964238965575)	(52, 0.0015888902679810882)	(54, 6.822105028727664e-05)	(56, 0.0003249669384651995)	(58, 0.00012690582472794473)	(60, 0.00020906450894488004)	(62, 0.0013783586396751914)	(64, 0.00027801911891266504)	(66, 4.914849859405952e-05)	(68, 0.00046874463584483625)	(70, 0.0002274035009575888)	(72, 0.0006425982801253155)	(74, 5.648409539914302e-05)	(76, 0.00019219263629318797)
